Sno,District,Block,Village,Avg Rainfall,LAT,LONG,Depth,Elevation,May_decade_bgl,Aug_decade_bgl,Nov_decade_bgl,Jan_decade_bgl,May_bgl,Aug_bgl,Nov_bgl,Jan_bgl,May_rise,Aug_rise,Nov_rise,Jan_rise
W235120074104801,DUNGARPUR,Aspur,SABLA,74.18,23.86,0.89,11.51,193,6.06,1.76,2.65,3.35,5.21,3.11,3.01,3.21,-0.85,1.35,0.37,-0.14
W234500074014101,DUNGARPUR,Sagwara,Sagwara,74.03,23.75,1,150,185,9.29,4.66,5.28,6.02,7.7,5.6,4.1,4.7,-1.59,0.94,-1.18,-1.32
W233019074005701,DUNGARPUR,Simalwara,Ubli,74.02,23.51,0,70,141.846,20.43,11.03,12.05,12.13,21.6,16.3,14.6,15.3,1.17,5.27,2.55,3.17
W291126073130801,GANGANAGAR,Anupgarh,ANUPGARH1,73.22,29.19,1.95,28.3,151,14.03,13.63,14.22,14.49,17.65,15.26,16.15,16.25,3.62,1.63,1.93,1.76
W291830073134501,GANGANAGAR,Anupgarh,BANDA COLONY,73.23,29.31,0.82,100,158,9.29,8.4,9.24,9.22,10.23,10.04,17.73,10.55,0.94,1.64,8.49,1.34
W290200073361801,GANGANAGAR,Suratgarh,BHOPALPURA,73.61,29.03,1.75,36.25,174,3.26,1.99,2.58,2.7,2.85,2.93,2.87,2.65,-0.41,0.95,0.29,-0.05
W293800073460001,GANGANAGAR,Padampur,BINJBALIA,73.77,29.63,1,27.75,172,12.55,12.77,12.96,14,17.9,14.56,14.63,0,5.35,1.79,1.68,-0.3
W290700073551001,GANGANAGAR,Suratgarh,Birdhwall,73.92,29.12,1.2,50.85,192,41.05,40.49,40.85,40.97,40.75,38.6,39.01,38.59,-0.3,-1.89,-1.84,-2.38
W294930073434501,GANGANAGAR,Ganganagar,CHUNAWAD,73.73,29.83,1.23,47.77,172,12.75,11.77,11.4,11.09,10.52,10.07,9.21,9.17,-2.23,-1.7,-2.19,-1.92
W292930073374501,GANGANAGAR,Raisingh Nagar,DABLA,73.63,29.49,1.53,31.47,168,10.18,7.31,9.63,10.26,13.82,0,9.91,0,3.64,0.18,0.28,0.19
W294330073354501,GANGANAGAR,Padampur,DELWAN,73.6,29.73,1.35,24.15,166,10.48,8.84,10.44,10.61,8.55,9.29,9.02,7,-1.93,0.45,-1.42,-3.61
W293800073270001,GANGANAGAR,Raisingh Nagar,GAJSINGHPURA,73.45,29.63,0.88,21.12,164,8.87,8.23,8.14,8.12,8.52,7.92,7.45,7.32,-0.35,-0.31,-0.69,-0.8
W294445073540001,GANGANAGAR,Sadul Shahar,GANESHGARH,73.9,29.75,1.48,53.52,176,16.32,15.28,16.61,16.52,18.37,15.72,15.47,15.62,2.05,0.44,-1.14,-0.9
W293545073370001,GANGANAGAR,Padampur,GANGUWALA,73.62,29.6,0.9,31.1,167,12,8.45,10.2,11.38,11,12.08,12.2,0,-1,3.63,2,-0.7
W290200073260001,GANGANAGAR,Anupgarh,GOMANWALI,73.43,29.03,1.6,23.4,169,8.48,6.91,7.41,7.14,7.1,6.37,6.5,6.3,-1.38,-0.54,-0.91,-0.84
W290745073471501,GANGANAGAR,Suratgarh,HARISINGHPURA,73.79,29.13,1.65,47.35,183,20.01,18.9,19.27,19.49,19.55,17.97,18.78,17.95,-0.46,-0.93,-0.49,-1.54
W293045073370001,GANGANAGAR,Raisingh Nagar,JAGATSINGHWALA,73.62,29.51,2.07,47.93,165,10.7,10.17,10.58,10.55,11.53,10.22,10.26,0,0.83,0.05,-0.32,0.98
W292115073380001,GANGANAGAR,Anupgarh,JAITSAR,73.63,29.35,0.7,38.3,167,6.73,6.13,5.93,6.59,10.05,7.55,7.4,7.35,3.32,1.42,1.47,0.76
W292010073411501,GANGANAGAR,Anupgarh,Jaitsar,73.69,29.34,1,84,162,6.93,6.4,6.67,6.48,8.9,7.65,7.7,7.75,1.97,1.25,1.03,1.28
W294900073270001,GANGANAGAR,Karanpur,KARANPURI,73.45,29.82,0.45,20.12,166,5.68,5.15,5.14,4.94,6.65,5.2,11.07,5.3,0.97,0.05,5.93,0.36
W290500073220001,GANGANAGAR,Anupgarh,KHAL,73.37,29.08,1.2,33,155,8.03,6.8,7.57,8.18,11.5,8.93,8.9,8.94,3.47,2.13,1.33,0.76
W295045074143001,GANGANAGAR,Sangaria,KHERUWALA,74.24,29.85,1.07,54.93,182,22.59,20.59,20.43,20.18,23.83,21.38,21.33,21.13,1.24,0.79,0.9,0.95
W295120073591501,GANGANAGAR,Sadul Shahar,Lalgarh,73.99,29.86,0.8,198,178,17.59,17.19,18.63,19.81,30.1,16.34,16.35,16.32,12.51,-0.85,-2.28,-3.49
W295030074012001,GANGANAGAR,Sadul Shahar,LALGARH JATAN,74.02,29.84,1.8,30.2,178,19.04,18.66,19.47,18.72,20.8,17.93,15.3,17.67,1.76,-0.73,-4.17,-1.05
W290600073430001,GANGANAGAR,Suratgarh,LALGARIYA,73.72,29.1,0.35,48.75,179,24.59,24.28,26.83,24.88,25.65,23.93,23.8,23.95,1.06,-0.35,-3.03,-0.93
W293115073350001,GANGANAGAR,Raisingh Nagar,MUKLAWA,73.58,29.52,2.02,42.98,166,11.21,10.12,10.44,10.83,12.68,10.25,10.29,10.28,1.47,0.13,-0.15,-0.55
W294058073513001,GANGANAGAR,Padampur,Narsinghpur,73.86,29.68,1.5,28.3,176,17.66,17.07,17.44,17.57,20.65,17.27,15.2,17,2.99,0.2,-2.24,-0.57
W291630073463001,GANGANAGAR,Suratgarh,PADAMPURA,73.78,29.28,1.69,34.31,181,1.17,0.99,1.2,1.21,1.95,1.75,1.95,0,0.78,0.76,0.75,0.56
W290300073511501,GANGANAGAR,Suratgarh,PIPASAR,73.85,29.05,0.92,58.28,197,38.46,38.66,38.32,38.48,40.98,37.28,38.38,39.98,2.53,-1.38,0.06,1.5
W291454073540001,GANGANAGAR,Suratgarh,PIPERAN,73.9,29.25,1.65,40.15,187,7.15,6.4,6.97,7.16,7.95,7.76,8.05,8.05,0.81,1.36,1.08,0.89
W293230073270001,GANGANAGAR,Raisingh Nagar,RAISINGHNAGAR,73.45,29.54,0.47,32.1,166,11.49,10.83,10.77,10.94,10.73,10.74,9.97,9.73,-0.76,-0.08,-0.8,-1.21
W291000073223001,GANGANAGAR,Anupgarh,RAMSINGHPURA,73.38,29.17,0.41,30.89,157,14.97,14.7,14.87,15.03,17.84,15,14.97,15.04,2.87,0.3,0.1,0.01
W291100073570001,GANGANAGAR,Suratgarh,RAYANWALI,73.95,29.18,1.99,53.51,187,19.65,17.68,17.87,18.59,22.06,18.24,18.33,18.34,2.41,0.56,0.46,-0.25
W291106073570301,GANGANAGAR,Suratgarh,Rayanwali Deep,73.95,29.19,1,170,186,17.08,17.26,16.84,16.98,17.85,17.51,17.42,17.56,0.77,0.25,0.58,0.58
W291106073570302,GANGANAGAR,Suratgarh,Rayanwali Shallow,73.95,29.19,1,170,186,14.64,14.98,16.75,15.23,19.05,17.1,17.03,17.16,4.41,2.12,0.28,1.93
W294745073264501,GANGANAGAR,Karanpur,RUPANAGAR,73.45,29.8,1.15,13.45,166,5.93,5.41,5.33,5.48,7.55,5.42,5.2,5.25,1.62,0.01,-0.13,-0.23
W291700074101501,GANGANAGAR,Pilibanga,SARDARPURA,74.17,29.28,2.5,37.15,192,5.67,5.14,7.3,6.9,16.4,6.7,7.65,6.86,10.73,1.56,0.35,-0.04
W294755074052201,GANGANAGAR,Sadul Shahar,Sunderpura_DW,74.09,29.8,0,45,178.939,24.41,23.75,24.33,25,27.5,24.81,24.98,24.07,3.09,1.06,0.65,-0.93
W294145073550001,GANGANAGAR,Sadul Shahar,SURANWALI,73.92,29.7,2.1,37.3,173,17.95,19.05,18.21,19.39,21.5,18.09,18.4,19,3.55,-0.96,0.19,-0.39
W292800073560001,GANGANAGAR,Pilibanga,SURATGARH,73.93,29.47,0.5,90.11,176,5.92,6.41,7.17,6.88,11.45,8.67,8.9,8.9,5.53,2.26,1.73,2.02
W294830073440001,GANGANAGAR,Ganganagar,TATARSAR,73.73,29.81,0.84,50.76,169,13.37,12.98,14.69,14.78,12.36,11.74,11.72,11.66,-1.01,-1.24,-2.97,-3.12
W295230074280002,HANUMANGARH,Sangaria,Bhagatpura - Pz,74.47,29.88,1,200,190,12.87,12.4,12.84,12.95,17.1,12.61,12.65,12.75,4.23,0.21,-0.19,-0.2
W291400074450002,HANUMANGARH,Nohar,BHUKARKA,74.75,29.23,0.5,34,190,18.72,17.8,18.62,18.93,17.65,14.7,16.5,17.48,-1.07,-3.1,-2.12,-1.45
W290430074180001,HANUMANGARH,Rawatsar,BIRAMSAR,74.3,29.08,1.3,48.2,180,23.88,23.35,24.24,24.33,24.85,23.06,22.4,22.95,0.97,-0.29,-1.84,-1.38
W285200074164001,HANUMANGARH,Rawatsar,BISRASAR,74.28,28.87,1.75,50.15,200,44.93,40.05,44.36,44.56,46.2,41.56,43.95,44.61,1.27,1.51,-0.41,0.05
W295015074243501,HANUMANGARH,Sangaria,BOLANWALI,74.41,29.84,0.8,19,189,15.72,15.4,15.58,15.67,16,14.91,14.95,14.95,0.28,-0.49,-0.63,-0.72
W294150074174001,HANUMANGARH,Hanumangarh,Chak Sampatnagar2,74.29,29.7,1,198.9,186,21.16,22.18,21.14,22.06,25.15,25.51,25.7,25.8,3.99,3.33,4.56,3.74
W291100075193001,HANUMANGARH,Bhadra,CHHANI BARI,75.33,29.18,1.35,19.95,202,12.97,11.31,13.38,13.68,13.85,10.35,10.42,10.55,0.88,-0.96,-2.96,-3.13
W292132074355501,HANUMANGARH,Tibi,CHISTIAN,74.6,29.36,0.5,200,189,29.98,30.55,30.02,30.67,37.7,35.88,35.37,34.72,7.72,5.33,5.35,4.05
W292245074161501,HANUMANGARH,Hanumangarh,CHOHLINYAWALI,74.27,29.38,0.5,45.44,182,4.68,2.68,2.86,3.32,1.4,1.45,0.92,1.25,-3.28,-1.23,-1.94,-2.07
W294530074160001,HANUMANGARH,Hanumangarh,DHOLIPAL,74.27,29.76,2.17,52.83,183,22.53,19.83,21.61,21.4,25.98,22.33,23.5,22.43,3.45,2.5,1.89,1.03
W290050075055001,HANUMANGARH,Bhadra,DUNGRANA,75.1,29.01,0,40,204,14.01,13.19,13.54,13.83,13.9,11.77,11.63,11.35,-0.11,-1.42,-1.91,-2.48
W291300074320001,HANUMANGARH,Rawatsar,GANDEHALI,74.53,29.22,0.9,28.38,189,3.93,2.61,3.28,3.82,7.85,4.93,4.6,4.6,3.92,2.32,1.32,0.78
W292830074073701,HANUMANGARH,Pilibanga,Kalibanga - Pz,74.13,29.48,1.42,201,175,24.31,22.56,22.76,23.89,27.68,26.71,26.56,26.26,3.37,4.15,3.8,2.37
W293345073581501,HANUMANGARH,Pilibanga,LAKHASARI,73.97,29.56,1.6 E,48.6,181,19.45,18.83,19.56,19.94,23.4,23.01,23.04,23.26,3.95,4.18,3.49,3.32
W290200074440001,HANUMANGARH,Nohar,LAKHASAR2,74.73,29.03,1.65,33.35,204,16.1,14.2,15.46,15.85,19,15.69,16.45,15.25,2.9,1.49,0.99,-0.6
W285830074173001,HANUMANGARH,Rawatsar,LAKHERAN,74.29,28.98,1,57.22,191,37.33,36.45,37.07,37.01,39.65,36.34,36.5,36.3,2.32,-0.11,-0.57,-0.71
W285815075020001,HANUMANGARH,Bhadra,MALSISAR,75.03,28.97,1.5,19,202,13.64,12.56,12.58,12.68,13.45,12.79,12.6,13,-0.19,0.23,0.02,0.32
W290600075020001,HANUMANGARH,Bhadra,MUNSARI,75.03,29.1,0.92,29.08,204,14.46,13.91,14.11,14.26,18.18,13.84,13.98,14.05,3.72,-0.07,-0.13,-0.21
W291650074460001,HANUMANGARH,Nohar,NOHARI,74.77,29.28,1.8,26.67,198,15.29,14.81,15.01,15.27,15.1,14,14.7,13.7,-0.19,-0.81,-0.31,-1.57
W292445074120002,HANUMANGARH,Hanumangarh,Paditawali,74.2,29.41,0.85,100,180,8.86,8.79,8.93,11.36,19.1,0,10.53,10.76,10.25,-0.81,1.61,-0.6
W294100074094501,HANUMANGARH,Hanumangarh,PAKKASARNA,74.16,29.68,2.16,49.34,181,25.21,23.62,25.53,26.62,32.99,29.46,29.65,29.84,7.78,5.84,4.12,3.22
W294100074060001,HANUMANGARH,Hanumangarh,Pale Wali Dhani,74.1,29.68,0.7,100,178,26.2,24.97,22.51,25.73,29.95,25.61,25.5,25.68,3.75,0.64,2.99,-0.05
W285500074120001,HANUMANGARH,Rawatsar,PALLU,74.2,28.92 |,0.9,47.5 ile,192,43.23,39.95,43.24,42.8,43.85,42.8,43.1,43.06,0.62,2.85,-0.14,0.26
W292445074120001,HANUMANGARH,Hanumangarh,PANDITAWALI,74.2,29.41,1.84,45.01,180,8.33,7.59,8.13,8.57,12.16,9.95,10.11,9.92,3.83,2.36,1.98,1.35
W290200074170001,HANUMANGARH,Rawatsar,PURABSAR,74.28,29.03,1.6,62.35,190,36.8,37.33,36.99,35.88,33.5,30.55,29.76,30.47,-3.3,-6.78,-7.23,-5.41
W265000075340001,JAIPUR,Sanganer,Dahmi Kallan,75.57,26.83,1.1 E,90,364,47,46.1,46.8,47.46,51.7,47.6,53.9,54.9,4.71,1.5,7.1,7.44
W271100076040001,JAIPUR,"Jamwa
 Ramgarh",DATAL GURJRAN,76.07,27.18,1,57,429,30.66,31.1,29.2,29.7,36.2,35.7,35.6,35.7,5.54,4.6,6.4,6
W263402075451501,JAIPUR,Phagi,DAWACH,75.75,26.57,0.2,16,299,10.62,9.23,10.49,10.77,14.3,12.25,12.5,12.85,3.68,3.02,2.01,2.08
W263400075460001,JAIPUR,Phagi,DAWACHI,75.77,26.57,1,150,293,9.99,9.28,9.26,9.77,10.6,9.5,10.9,11,0.61,0.22,1.64,1.23
W264422076032501,JAIPUR,Bassi,Deogaon,76.06,26.74,1,105,378,46.74,45.1,46.6,47.3,51,45.9,44.9,45.05,4.26,0.8,-1.7,-2.25
W263145075074401,JAIPUR,Dudu,Dhandoli,75.13,26.53,0.5,200,360,4.74,3.66,4.8,2,3.15,2.4,3.25,3.5,-1.59,-1.26,-1.55,1.5
W271347075501301,JAIPUR,Shahpura,Dhawali,75.84,27.23,0.8,91,498,44.65,46.12,45.66,45.28,47.4,46.2,44.75,44.3,2.75,0.08,-0.91,-0.98
W271810075370001,JAIPUR,Govindgarh,DHODSAR,75.62,27.3,1,79,466,48.38,47.03,48.24,49.44,59,59.1,59.5,59.2,10.62,12.07,11.26,9.76
W262938075434801,JAIPUR,Phagi,Didwata,75.73,26.49,0.9,20,300,13.75,13.61,13.56,13.14,12.2,12.6,7.25,7.86,-1.55,-1.01,-6.31,-5.28
W262948075441801,JAIPUR,Phagi,Didwata Pz,75.74,26.5,1.2,70,300,17.96,16.17,14.68,15.32,11.6,34.3,8.46,7.36,-6.36,18.13,-6.22,-7.96
W265030075472001,JAIPUR,Jhotwara,DURGAPURA,75.79,26.84,1,100,388,58.72,57.58,57.71,58.16,60.1,56.7,61.1,61.65,1.38,-0.88,3.39,3.49
W264701075245001,JAIPUR,Dudu,Gadota,75.41,26.78,1,92,346,9.08,7.76,8.13,8.56,9.3,6.75,8.2,9.15,0.23,-1.01,0.07,0.59
W264551075590501,JAIPUR,Bassi,Gangarampur,75.98,26.76,0.25,108,346,50.47,45.01,50.08,51.63,57.55,49.85,52.9,53.55,7.08,4.84,2.83,1.93
W263012075244101,JAIPUR,Phagi,Ghatyali,75.41,26.5,0.3,14.5,310,10.77,8.3,8.46,9.27,10.8,4.45,7.2,5.87,0.03,-3.85,-1.26,-3.4
W263023075231701,JAIPUR,Phagi,Ghatyali Pz,75.39,26.51,1.2,63,325,8.47,5.33,5.62,6.4,9.7,3.45,5.58,3.65,1.24,-1.88,-0.04,-2.75
W264520075535801,JAIPUR,Sanganer,GONER,75.9,26.76,0.2,30,323,14.53,12.82,13.06,13.28,14.1,13.95,15,15.15,-0.43,1.13,1.94,1.87
W270038075453001,JAIPUR,Jhotwara,Harmara,75.76,27.01,0.3,125,471,81.35,80.43,82.03,81.72,82.9,86.8,85.9,86.95,1.55,6.37,3.87,5.23
W271332075314701,JAIPUR,Govindgarh,Hasteral,75.53,27.23,1,60,436,27.34,27.63,27.07,27.79,31,33,34.25,33.7,3.66,5.37,7.19,5.91
W265317075430101,JAIPUR,Jhotwara,Heerapura,75.72,26.89,1,106,421,76.07,73,75.23,75.66,78.55,78.6,79,79.6,2.48,5.6,3.77,3.94
W265641075525001,JAIPUR,Jhotwara,Jaisingpur Khor,75.88,26.94,0.5,200,344,48.75,46.96,37.16,36.93,41.7,44.6,44.8,44.4,-7.05,-2.36,7.64,7.47
W265232076123001,JAIPUR,Bassi,Jatwara Pz,76.21,26.88,1,53,330,26.51,24.54,27.65,27.91,0,29.15,28.9,28,,4.61,1.25,0.09
W265636075444001,JAIPUR,Jhotwara,JHOTWARAI,75.74,26.94,0.6,85.04,442,69.31,69.05,69.98,69.91,71.6,70.7,75.65,76.3,2.29,1.65,5.67,6.39
W265844075234101,JAIPUR,Sambher,Jobner,75.39,26.98,1,100,398,28.58,26.18,26.12,25.34,23.2,23,22.7,23,-5.38,-3.18,-3.42,-2.34
W271110075381601,JAIPUR,Govindgarh,Kaladera2,75.64,27.19,1,70,463,47.43,47.03,51.49,53.15,60.2,58.1,60.8,61.1,12.77,11.07,9.31,7.95
W265830075360001,JAIPUR,Jhotwara,KALWAD,75.6,26.98,0.9,100,401,44.85,44.99,45.33,44.08,53.2,53.6,53.7,54.1,8.35,8.61,8.37,10.02
W271102075341801,JAIPUR,Govindgarh,Kanarpura,75.57,27.18,1,94,430,57.59,51.83,51.72,51.55,55.2,55.15,56,55.7,-2.39,3.32,4.28,4.16
W264339075301601,JAIPUR,Phagi,Kansel,75.5,26.73,1.2,72,324,7.6,5.13,5.66,5.92,5.85,5.4,8.9,9.15,-1.75,0.27,3.24,3.23
W274125076084101,JAIPUR,Kotputli,Kansli,76.14,27.69,1.1,80,361,46.32,43.8,44.15,44.81,52.9,51,50.05,51.2,6.58,7.2,5.9,6.39
W265957076070001,JAIPUR,"Jamwa
 Ramgarh",Kharana,76.12,27,1,84,351,45.81,42.73,43.37,43.11,46.2,38.3,38.5,37.9,0.39,-4.43,-4.87,-5.21
W292503073541501,HANUMANGARH,Pilibanga,Rampura,73.9,29.42,0.75,25,174,9.64,9.57,9.51,10.03,13.9,0,0,0,4.26,-4.5,-4.56,-5.21
W292345073562701,HANUMANGARH,Pilibanga,RAMSARA,73.94,29.4,1.8,33.4,173,14.57,13.67,13.97,14.51,19.3,0,16.15,0,4.73,,2.18,
W291500074500001,HANUMANGARH,Nohar,RAMSARAI,74.83,29.25,0.5,24.5,197,18.43,16.93,17.04,17.74,21.55,17.38,18.3,18.3,3.12,0.45,1.26,0.56
W295100074270001,HANUMANGARH,Sangaria,RATANPURA,74.45,29.85,1.6,50.97,188,10.02,3.9,5.78,8.21,1,0.34,0,0,-9.02,-3.56,1.28,0.54
W291510074245001,HANUMANGARH,Rawatsar,RAWATSAR,74.41,29.25,1.4,28.78,187,1.53,1.49,1.8,1.54,3.53,1.73,1.7,1.8,2.01,0.24,-0.1,0.26
W291518074243501,HANUMANGARH,Rawatsar,Rawatsar Deep,74.41,29.26,1,127 21,179,6.91,6.6,7.03,7.14,6.8,0,0,7.17,-0.11,0.14,-0.2,0.03
W294200074291501,HANUMANGARH,Tibi,SALEWALI,74.49,29.7,1.5,25.51,188,10.94,6.15,8.49,9.71,13.7,14.04,13.95,14.21,2.76,7.89,5.46,4.51
W293730074190001,HANUMANGARH,Hanumangarh,SATIPURA,74.32,29.63,2.2,33.29,186,23.17,23.09,23.57,23.4,27.95,28.6,28.85,28.6,4.78,5.51,5.28,5.2
W271404075345701,JAIPUR,Govindgarh,Alisar,75.58,27.23,0.8,116,447,60.11,56.58,57.86,56.49,59.2,61.35,61.1,61.25,-0.91,4.77,3.24,4.76
W272231075494301,JAIPUR,Shahpura,Amarsar,75.83,27.38,1,120,524,61.68,59.4,61.46,62.08,64.1,62.4,0,63.15,2.42,3,,1.07
W265900075520001,JAIPUR,Jhotwara,AMBER,75.87,26.98,1.1,13.75,396,11.9,8.81,9.82,9.92,10.8,9.3,10.2,10.65,-1.1,0.49,0.38,0.73
W273005076012501,JAIPUR,Viratnagar,Antella,76.02,27.5,0,55.34,396.98,# DIV / 0 !,31.5,30.7,31.05,0,30.75,30.9,30.55,,-0.75,0.2,-0.5
W271615075303201,JAIPUR,Govindgarh,Astikalan,75.51,27.27,0.3,96,449,71.53,70.89,73.29,72.6,78.6,80.1,79.9,79.8,7.07,9.21,6.61,7.2
W265143075214601,JAIPUR,Dudu,Bandh Ke Balaji,75.36,26.86,1.2,90,337,41.12,39.05,39.37,39.34,45.3,44.3,51.5,51.8,4.18,5.25,12.13,12.46
W264600075380001,JAIPUR,Sanganer,Barkabalaji,75.63,26.77,1.1,110,352,65.76,61.95,62.55,65.78,72.6,63.9,66.9,67.7,6.84,1.95,4.35,1.92
W263348075414101,JAIPUR,Phagi,Bhankrota,75.69,26.56,1  0.7,80,400,71.83,66.07,64.23,67.14,66.6,56.1,59,59.35,-5.23,-9.97,-5.23,-7.79
W263720075364901,JAIPUR,Phagi,Bhojpura,75.61,26.62,1,13.2,308,4.63,5.84,4.35,3.99,4.6,3.8,6.25,6.8,-0.03,-2.04,1.9,2.81
W272158075571401,JAIPUR,Shahpura,Bidhara,75.95,27.37,1,119,447,91.37,87.56,86.37,87.09,84,83.1,81.75,83.05,-7.37,-4.46,-4.62,-4.04
W264445075511801,JAIPUR,Sanganer,Bilwa Pz,75.86,26.75,1,71.5,347,16.84,14.88,14.54,13.93,13.3,13.3,18.7,19.05,-3.54,-1.58,4.16,5.12
W265506075385501,JAIPUR,Jhotwara,Bindayaka,75.65,26.92,1,112,408,46.4,44.47,45.19,44.11,47.7,45.8,50.1,50.8,1.3,1.33,4.91,6.69
W264917075490301,JAIPUR,Jhotwara,Budhpura IMD,75.82,26.82,1,67,379,48.45,49.78,50.59,47.53,51.1,49.6,51.25,51.9,2.65,-0.18,0.66,4.37
W265230075485501,JAIPUR,Jhotwara,CGWB Campus Jaipur,75.82,26.88,1,71.2,444,55.64,53.86,53.14,52.52,0,0,48.8,48.35,,,-4.34,-4.17
W263600075570001,JAIPUR,Chaksu,CHAKSU,75.95,26.6,0.75,18.55,303,13.56,12.48,13.69,13.8,17.75,11.05,11.4,12.2,4.19,-1.43,-2.29,-1.6
W263620075304501,JAIPUR,Phagi,Chakwara,75.51,26.61,0.5,18,324,14.98,9.29,11.4,13.37,18.1,10.2,10.7,10.85,3.13,0.91,-0.7,-2.52
W263628075302601,JAIPUR,Phagi,Chakwara Pz,75.51,26.61,0.9,70,324,8.31,6.38,7.4,7.62,0,9.6,9.9,10.1,,3.22,2.5,2.48
W263022075393601,JAIPUR,Phagi,Chandama,75.66,26.51,0.85,17.5,305,9.04,5.38,5.78,7.5,10.55,4.85,4.24,4.32,1.51,-0.53,-1.54,-3.18
